,movie_name,movie_tag,movie_country,movie_length,movie_release,movie_rate,movie_summary,movie_director,movie_actor,movie_rank,movie_firtweek_ticket,movie_all_ticket
973,“小”人物,剧情,中国大陆 ,114,,Unknown,中学老师高尚（辛柏青 饰）日夜创作小说，深信小说出版会改变他的命运。但在妻子珍珍（柳岩 饰）眼中，高尚一事无成，而女儿佳瑶（姜卓君 饰）也正值叛逆期。某日，出狱的三哲（章宇 饰）闯入了这一家三口的生活，四人的命运交织在一起……,周铨,章宇-辛柏青-柳岩-姜卓君,Unknown,Unknown,Unknown
974,恐龙当家,喜剧-动画-家庭-冒险,美国 ,93,2015-11-17,83,6500万年前，一颗小行星与地球擦肩而过，称霸这个世界的恐龙懵懵懂懂地逃过了灭顶之灾。之后又过了数百万年，恐龙的智力得到进化，它们学会种植、畜牧、建筑，并且拥有属于自己的语言和家庭。某座山脚下的平原地带，雷龙一家迎来三个性格各异的娃娃，最小的阿洛（雷蒙德·奥乔亚 Ray mond Ochoa 配音）孱弱胆怯，与父亲的生离死别更在他的心中投下难以磨灭的阴影。一连串的事件过后，他与妈妈、哥哥、姐姐相隔万里。阿洛将这一切都归罪于原始人类的小孩点点（杰克·布赖特 Jack Bright 配音）。而点点似乎不为所动，他主动亲近阿洛，仿佛是一条忠诚勇敢的小狗。 在充满坎坷和危险的回家之路上，阿洛与点点结伴而行，而这两个本不该碰面的恐龙和人类，将缔结超越了种族和时空的纯真友情……,彼得·孙,雷蒙德·奥乔亚-杰克·布赖特-杰弗里·怀特-弗兰西斯·麦克多蒙德,Unknown,Unknown,Unknown
975,大黄蜂,动作-冒险-科幻,美国 ,114,2019-01-04,91,汽车人在塞伯坦星内战中输给霸天虎之后，擎天柱将麾下成员派往宇宙各处，寻找可以重建军队的避风港。大黄蜂被派到地球，在1987年登陆加州时丧失了声音。大黄蜂将自己伪装成一辆大众甲壳虫，被正在经历丧父之痛的少女查莉·沃特森所救。她与大黄蜂成为了朋友，但很快发现他正在被追杀，同时，一个由特工杰克·伯恩斯领导的政府秘密组织“第七区”也盯上了他。在霸天虎成员背叛“第七区”并抓住大黄蜂之后，查理和她的邻居咪莫与特工伯恩斯组队营救大黄蜂，并在霸天虎征服地球之前打败了他们 。,特拉维斯·奈特,海莉·斯坦菲尔德-约翰·塞纳-小豪尔赫·兰登伯格-杰森·德鲁克,Unknown,40560,114973
976,扫黑行动,犯罪-动作,中国大陆 ,99,2022-11-11,79,女大学生离奇坠楼，刚调任到岗的刑侦支队副队长成锐 （周一围饰）被副局长杜于林 （王劲松饰）指派追查背后隐情，发现案件与套路贷、暴力催讨等黑势力犯罪有关，本市企业家安亦明 （曾志伟饰）被列为重点侦查对象，成锐想进一步调查却被要求尽快结案。城市危机四伏，安亦明之妻周彤 （秦海璐饰）、经济学教授赵羡鱼 （张智霖饰）纷纷身陷其中，为了还人民安宁，成锐和同事们突破难关追踪到底，却不想背后还有更大阴谋 。,林德禄,周一围-秦海璐-张智霖-王劲松,Unknown,6359,17478
977,僵尸,恐怖,中国香港 ,101,2013-10-24,79,曾经凭借僵尸片红极一时的动作明星钱小豪（钱小豪 饰）事业和人生跌入谷底，他带着随身家当入住一栋破败老旧的公寓。经保安燕叔（卢海鹏 饰）指引，走进了传说的凶宅2442单元。小豪悬梁自尽，谁知命悬一线之际遭遇猛鬼缠身，多得隐世道长阿友（陈友 饰）出手方捡回一条命。小豪对白发 男孩小白及经常在2442门口窥视并吃祭祀食物的女人杨凤（惠英红 饰）感到好奇，进而从燕叔口中得知了当年曾发生的一起血腥惨案。同大厦的冬叔（吴耀汉 饰）不慎跌死，冬叔的老婆梅姨（鲍起静 饰）求专修邪法的阿九（钟发 饰）帮其还魂，但酿成不可逆转的悲剧。 生生死死，死死生生，爱恋贪欲引出无限烦恼。僵尸猛鬼，趁夜横行……,麦浚龙,钱小豪-惠英红-鲍起静-陈友,Unknown,Unknown,Unknown
978,爱情，到此为止,剧情-爱情,美国 ,131,2024-08-30,Unknown,影片改编自畅销全球的现象级小说，由“绯闻女孩”布蕾克·莱弗利激情出演。她饰演的莉莉·布鲁姆邂逅了帅气多金的神经外科医生莱尔·金凯德，他们一见钟情，彼此沉迷，灵魂与身体的无比契合让他们迅速走进了婚姻。然而，深爱莱尔的莉莉，为何选择离开？到底是什么打破了他们的幸福？,贾斯汀·贝尔杜尼,布莱克·莱弗利-贾斯汀·贝尔杜尼-珍妮·斯蕾特-布兰登·斯克莱纳,Unknown,111,175
979,那山那人那狗,剧情-家庭,中国大陆 ,93,1999中国大陆上映,73,儿子高考落榜不得已回到大山中的家后，做了大半辈子山村邮递员的父亲提前退休，安排儿子接下自己的工作。儿子上班第一天，父亲带上长年在其左右的忠实老狗决定陪儿子再走一趟送信之旅。起初，父子两人因为长期隔膜只默默走路，渐渐地，通过与不同村民尤其一个漂亮女孩的接触，两人渐渐打开话匣，对彼此有了深一层的认识和了解。秀美如画的风景中，儿子慢慢明白了父亲工作的辛苦和意义，父亲也渐渐体会到他二十几...,霍建起,滕汝骏-刘烨-陈好-龚业珩,Unknown,暂无,1
980,旺卡,冒险-喜剧-家庭,美国 ,117,2023-12-08,91,今年冬天最甜最好吃的电影来了！《哈利·波特》《帕丁顿熊》系列金牌班底打造，《旺卡》聚焦经典之作《查理和巧克力工厂》的主人公，由“甜茶”提莫西·查拉梅饰演的威利·旺卡，这位年轻且天赋异禀的发明家、魔术师、巧克力制作师，是如何经历奇幻冒险，成长为观众挚爱的巧克力工厂掌门人的故事。这世间的所有美好事物，都始于一个梦想！而如果你有幸遇见旺卡，那么一切皆有可能！,保罗·金,提莫西·查拉梅-奥莉薇娅·柯尔曼-休·格兰特-罗温·艾金森,Unknown,2325,5389
981,隐藏的面孔,剧情-悬疑,韩国 ,115,2024-11-20,Unknown,指挥家成镇（宋承宪 饰）和他所率领的管弦乐团内的大提琴手秀妍（曹汝贞 饰）即将结婚，但某天秀妍突然消失了，只留下了一段视频向成镇道别。失去秀妍的成镇虽然感到很痛苦，但他却被代替秀妍的大提琴手美珠（朴智贤 饰）所吸引。某个雨夜，渴望彼此的成镇和美珠，在秀妍家做了无法被原谅的事，而被认为消失的秀妍，竟被关在无法独自逃脱的家中密室里，注视着他们……,金大佑,宋承宪-曹宝儿-曹汝贞-朴智贤,Unknown,Unknown,Unknown
982,僵尸世界大战,动作-科幻-恐怖,"美国,马耳他 ",116,2013-06-21,82,费城一个毫无征兆的宁静早晨，前联合国调查员盖瑞·雷恩（布拉德·皮特 Brad Pitt 饰）驾车载着妻子凯伦（米瑞·伊诺丝 Mireille Enos 饰）和两个女儿蕾切尔（Abigail Hargrove 饰）、康妮（Sterling Jerins 饰）外出。谁知原本快乐的气氛很快变为恐慌与死亡所替代，连环的爆炸，惊恐逃散的人群，无序的车祸以及啃咬他人的丧尸，繁华大都会转瞬沦陷。盖瑞费尽九牛二虎之力带着妻女逃生，最终逃到联合国副秘书长所在的航母上，进而得知包括美国总统在内的数名大国首脑均已死亡，丧尸病毒业已蔓延全球。为了阻止世界毁灭，格里无奈受命，和来自哈佛的病毒学博士法斯巴克（Elyes Gabel 饰）前往病毒的源头之地寻找解除危机的办法。 这是一场几乎完全没有希望且充满磨难的征程，世界命运危在旦夕……,马克·福斯特,布拉德·皮特-达妮埃拉·凯尔泰斯-米瑞·伊诺丝-马修·福克斯,Unknown,Unknown,Unknown
983,世界计划 缤纷舞台！崩坏的世界 & 无法歌唱的未来,动画,Unknown,Unknown,2025-01-17,Unknown,暂无剧情简介,Unknown,Unknown,Unknown,Unknown,Unknown
984,阳光灿烂的日子,剧情,"中国大陆,中国香港 ",134,1995-08-21,86,20世纪70年代初的北京，忙着“闹革命”大人无空理会小孩，加上学校停课无事可做，以军队大院男孩为突出代表的少年人便自找乐子，靠起哄、打架、闹事、拍婆子等方式挥霍过量的荷尔蒙。马小军 ( 夏雨 饰)就是这样的少年，他的嗜好之一是趁别人家无人用万能钥匙将其锁打开，溜进去耍玩一番，正是用这样的方式，少女米兰 ( 宁静 饰)的照片先于其人入了马小军的双眼。通过院里的“头儿”刘忆苦 ( 耿乐 饰)，马小军又见到之前在炮局偶然瞥见过一眼的米兰，开始正式将其当作梦中情人，然而在米兰眼中，马小军不过是毛孩一个，她中意的人是成熟、稳重、帅气的刘忆苦。自此，马小军迎来五味混杂的青春期生活 。,姜文,夏雨-宁静-陶虹-耿乐,Unknown,暂无,5000
985,超能陆战队,动画-喜剧-动作,美国 ,102,2015-02-28,95,在一个融合东西方文化 （旧金山+东京）的虚构大都市旧京山 （San Fransokyo）中，一位精通机器人技术的小神童阿宏发现，这座充斥高新技术的城市正遭遇着一场犯罪危机，为了拆穿阴谋拯救家园，他将与机器人大白，还有一伙生拉硬凑的菜鸟团队组成“超能陆战队”联盟，共同作战抗击罪恶。,唐·霍尔,瑞恩·波特-斯科特·安第斯-T·J·米勒,Unknown,8545,52625
986,抗战中的文艺（舞台纪录电影·话剧）,纪录片,中国大陆 ,129,2024-04-19,Unknown,《抗战中的文艺》以波澜壮阔的笔触，真情再现1931年至1945年，胸怀爱国之志的文艺家们的求索、挣扎、奋斗，寻找中国的文艺出路。抗战结束之际，文艺家们汇聚延安，在党的文艺方针的正确指引下，确立了以人民为中心的创作方向。片中涉及鲁迅、郭沫若、茅盾、巴金、老舍、金山、秦怡、张瑞芳、白杨、舒绣文、夏衍、田汉、聂耳、冼星海、贺敬之、丁玲等文艺名家，左翼文学、戏剧、电影、音乐、美术等艺术样式，以当代舞台语汇集中展现中国文艺的精神和力量。,田沁鑫,段奕宏-孙红雷-陈建斌-廖凡,Unknown,5,16
987,恐怖电影,恐怖-短片,美国 ,40,2012美国上映,Unknown,"Sarah, a pagan high school student, is sexually assaulted. In an emotional felt revenge, she summons the likes of Freddy Krueger, Ghostface, Jason Voorhees, Michael Myers, and other horror movie icons to kill her peers.",Effrem J. Adams,Maria Tardif-James Marino-Lee Paholski-Ty Madyson,Unknown,Unknown,Unknown
988,哥斯拉2：怪兽之王,科幻-灾难-动作,美国 ,132,2019-05-31,85,2009年，动物基因组学 （帝王计划）研究机构的一个小组在一座庙里研究着魔斯拉。她从幼体中孵出，在一群雇佣兵袭击这个机构时，魔斯拉逃了出去。然后她在一个瀑布包了茧，随后破茧而出，完成了全形态生长。2014年，哥斯拉被整个世界看到后，“帝王组织”在水下建了一个基地，在这个位于水下好几英里的水中基地中，他们研究着哥斯拉和其它可能存在的生物。那是他们真正的研究核心。在“旧金山事件”结束后，人类获得了短暂的和平。但这并没有阻止怪兽们觉醒，反而更加来势汹汹，长期沉睡于地底和冰川里面神秘的巨兽在星球上面已经有上万，甚至好几万年的历史，它们要把这个星球重新夺回自己的手下。接连出现在人类眼前的怪兽纷纷证明了一件事：它们才是地球的真正霸主，不论是地球的守护者还是毁灭者，战至最后的一位才能成为怪兽之王，“统领”全世界。正当帝王组织也一筹莫展之际，哥斯拉突然苏醒，它去消灭那些未来可能会去损害大自然平衡的生物。后来，哥斯拉和魔斯拉、拉顿以及它的强敌基多拉相遇。而击败基多拉正是抑制这次怪兽袭击的关键，两位王者巨兽的正面对决就此打响，在城市中一分高下，证明谁才是真正的怪兽之王。面对怪兽争霸，人类也没有选择袖手旁观，而是英勇无畏地冲向这些庞然大物，与哥斯拉并肩作战，誓死为地球存亡而战 。,迈克尔·道赫蒂,哥斯拉-凯尔·钱德勒-维拉·法梅加-米莉·波比·布朗,Unknown,46817,93740
989,乐园之夜,剧情,韩国 ,132,2020-09-02,61,影片围绕着一个男人和一个女人分别展开，男人是某组织的头号目标人物，而女人则处在生命的尽头。,朴勋政,严泰九-全余赟-车胜元-赵东仁,Unknown,Unknown,Unknown
990,731部队：满洲的噩梦,纪录片-战争,Unknown,Unknown,1998-08-01,Unknown,一部还原日本帝国主义731细菌部队真相的纪录片，引用大量历史照片和证人的证言、证词。纪录片从731部队的来源、发展和终结做了介绍，对全面客观了解这段罪恶滔天的历史很有帮助。虽然是美国人拍的片子，但也提及到731部队的主要骨干因为被美国政府包庇，未受到军事法庭的制裁。731部队尚存的绝密研究记录在美国的也有保存，这点可以参看森村诚一《恶魔的饱食》系列书籍。,,,Unknown,Unknown,Unknown
991,湄公河行动,剧情-动作-犯罪,中国大陆 ,124,2016-09-30,93,2011年10月5日清晨，两艘中国商船在 湄公河 金三角流域遇袭，船上13名中国船员全部遇难，并在船上发现90万粒毒品。这宗枪杀十三名中国船员的血腥冤案，掀起了悲剧的序幕。面对矛头指向中国运毒、颠倒是非的舆论，为了还遇难同胞一个清白，中国决定派出缉毒精英，组成此次案件的特别行动小组，以高刚 （ 张涵予 饰）为队长，潜入金三角查明真相，竭力揪出案件的幕后黑手。然而缉拿真凶的过程并非他们想得那么简单，事件的进展扑朔迷离，通往真相的道路更是险象环生 。,林超贤,张涵予-彭于晏-冯文娟-吴旭东,Unknown,16541,118685
